"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"tubb2b",1.77486683682542e-17,1.99746550912163,0.693,0.043,4.2181485243993e-13
"atp1a2",2.5865756360207e-17,-2.52218601118538,0.027,0.486,6.14725565656681e-13
"myo1b",2.91522163775568e-17,-1.61077374882411,0.027,0.5,6.92831574429015e-13
"swi5",3.83264065845271e-17,-1.27784717904229,0.013,0.457,9.10865378887872e-13
"1810037i17rik",4.05745380540784e-17,-1.21958775976487,0,0.414,9.64294471393226e-13
"mindy2",4.05769104216413e-17,-1.13077006918546,0,0.414,9.64350853080727e-13
"mtdh",4.05769104216413e-17,-1.19938497823085,0,0.414,9.64350853080727e-13
"sem1",4.05769104216413e-17,-1.24581874917305,0,0.414,9.64350853080727e-13
"vim",4.06802685122064e-17,-1.74382965749022,0.14,0.686,9.66807261461096e-13
"mif",4.36284978083021e-17,-1.66816253933753,0.073,0.586,1.03687487891211e-12
"matr3",5.25442944026285e-17,-1.1041742493077,0.007,0.429,1.24876770077287e-12
"dmd",6.77735432236486e-17,-1.14253069108613,0.053,0.571,1.61070602825323e-12
"rps8",7.33411934071361e-17,-1.55762548507523,0.2,0.7,1.743026802514e-12
"rgs5",1.24106237967532e-16,-3.00639616118314,0.033,0.486,2.94950885153637e-12
"cox8a",1.28252194554906e-16,-1.50848595583513,0.26,0.757,3.04804165579189e-12
"akap12",1.37793658735453e-16,-1.47932432027449,0.02,0.457,3.27480409350678e-12
"1110004f10rik",1.64757581095628e-16,-1.01726608562212,0,0.4,3.91562867231869e-12
"d8ertd738e",1.64757581095628e-16,-1.23356819513166,0,0.4,3.91562867231869e-12
"pid1",1.64757581095628e-16,-1.30217653703888,0,0.4,3.91562867231869e-12
"rbpms",1.74245969994085e-16,-1.39897617794402,0.013,0.443,4.14112972287942e-12
"smpd3",2.25597686486984e-16,2.15494075351166,0.627,0.014,5.36155461704966e-12
"rgs4",2.56306752157624e-16,-1.63520373967881,0.007,0.414,6.0913862717781e-12
"map7",2.56603020227425e-16,1.89855498725244,0.673,0.086,6.09842737872497e-12
"gng11",2.76348237802972e-16,-2.14967522141854,0.013,0.429,6.56769221962543e-12
"rpl17",3.00718572839122e-16,-1.29094714180747,0.06,0.557,7.14687760209457e-12
"znf385d",3.08702793925026e-16,2.17708182395748,0.613,0,7.33663060042217e-12
"btg1",3.31911253181857e-16,1.87732172586305,0.74,0.257,7.88820284312001e-12
"cspg4",3.74478187884406e-16,-1.31827349056426,0.007,0.414,8.89984861326078e-12
"sdc2",3.86442730699933e-16,-1.2279336569858,0.007,0.414,9.1841979378146e-12
"gng2",6.60986414801552e-16,-1.61826229099832,0,0.386,1.57090031341737e-11
"trir",6.61024377879392e-16,-1.14230568280768,0,0.386,1.57099053646816e-11
"tubb5",6.61062343006836e-16,-1.09755724586609,0,0.386,1.57108076439005e-11
"gucy1a1",6.61062343006836e-16,-1.27481145873566,0,0.386,1.57108076439005e-11
"bc005537",6.61062343006836e-16,-1.29476189000655,0,0.386,1.57108076439005e-11
"rassf8",6.90751773641345e-16,2.14192492540301,0.667,0.086,1.64164066523602e-11
"ebf1",7.29783626350937e-16,-1.71808280908624,0.02,0.443,1.73440376638564e-11
"higd1b",7.96435480880806e-16,-1.91645709684201,0.033,0.471,1.89280856386132e-11
"tm4sf1",8.99261739705758e-16,-1.53475087929882,0.007,0.4,2.13718545058471e-11
"mllt4",9.03372347181535e-16,1.97532230383803,0.6,0,2.14695472031163e-11
"ank2",9.39777373421493e-16,1.06570687516906,0.973,0.557,2.23347490567352e-11
"anxa5",1.08436301452265e-15,-1.34228785611404,0.047,0.514,2.57709714031452e-11
"ifitm2",1.58348143051322e-15,-1.38469906756429,0.007,0.4,3.76330196775772e-11
"laptm4a",1.6863218898204e-15,-1.68953745009077,0.093,0.571,4.00771260334717e-11
"esam",2.16375778225643e-15,-1.1160224225684,0.007,0.4,5.14238674531064e-11
"cops9",2.62112954614449e-15,-1.06427693443408,0,0.371,6.22937647936701e-11
"atp6v0e",2.62142798365528e-15,-0.837481637313174,0,0.371,6.23008574595513e-11
"txn1",2.62142798365528e-15,-0.944323911414843,0,0.371,6.23008574595513e-11
"h2-k1",2.62142798365528e-15,-1.07171071887059,0,0.371,6.23008574595513e-11
"crip1",2.62142798365528e-15,-2.59765627877775,0,0.371,6.23008574595513e-11
"igfbp7",3.04568019750618e-15,-1.85098207712196,0.033,0.471,7.2383635573932e-11
"cfh",3.65233062036323e-15,-1.47025585755317,0.007,0.386,8.68012895235524e-11
"sestd1",4.19319718515321e-15,1.97902677494233,0.62,0.057,9.96555243023512e-11
"fxyd1",4.27191686814342e-15,-1.21246473179226,0.007,0.386,1.01526376288296e-10
"aspn",4.27191686814342e-15,-1.46786566364799,0.007,0.386,1.01526376288296e-10
"nat16",4.3689815215516e-15,2.09815998011895,0.58,0,1.03833214841195e-10
"vtn",4.52791546532486e-15,-3.71047614853482,0.093,0.543,1.07610438948911e-10
"myl9",4.58231175301394e-15,-2.15812932901427,0.033,0.457,1.08903221122129e-10
"gapdh",4.83155174800332e-15,1.24292277374761,0.947,0.771,1.14826658843047e-10
"tbc1d16",5.61070325710179e-15,2.07311949742184,0.607,0.043,1.33343973608281e-10
"itga1",6.75338934934298e-15,-1.5309749335679,0.033,0.457,1.60501051276485e-10
"gpi",7.3215989889146e-15,1.91734935671212,0.573,0,1.74005121570544e-10
"rpl23",7.8983064648342e-15,-1.38205574280226,0.22,0.714,1.8771115144325e-10
"ndfip1",8.63228468080502e-15,1.8632328400641,0.647,0.114,2.05154877724012e-10
"ifitm3",9.60473653228528e-15,-1.58937353353832,0.02,0.429,2.28266168426292e-10
"rps21",9.74847746605434e-15,-1.22204776148401,0.327,0.814,2.31682315458247e-10
"ndrg2",9.81744548233696e-15,-1.11591555828954,0.027,0.443,2.3332140933322e-10
"eif3c",1.02748886879717e-14,-0.973929541471053,0,0.357,2.44193004558336e-10
"mtch1",1.02748886879717e-14,-1.09760244800644,0,0.357,2.44193004558336e-10
"bc031181",1.02748886879717e-14,-1.16660528837063,0,0.357,2.44193004558336e-10
"pea15a",1.02754684894028e-14,-1.08968245794265,0,0.357,2.44206784119146e-10
"atp5o.1",1.02754684894028e-14,-1.09088811214396,0,0.357,2.44206784119146e-10
"gm13889",1.02754684894028e-14,-1.24741174598059,0,0.357,2.44206784119146e-10
"bex3",1.02754684894028e-14,-1.44187776025134,0,0.357,2.44206784119146e-10
"pdgfrb",1.10821377729872e-14,-1.72978164838172,0.033,0.457,2.63378086312815e-10
"cd200",1.18469438164171e-14,-1.14806183999265,0.013,0.4,2.81554466740968e-10
"notch3",1.2031138813566e-14,-1.4310836078935,0.033,0.457,2.85932045043209e-10
"hmx1",1.33549841825173e-14,1.96082565558032,0.587,0.029,3.17394554081706e-10
