"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"fryl",3.91908636456546e-142,-0.715370063859679,0.102,0.48,9.31410065402628e-138
"acin1",5.31551014024986e-142,-0.770711388745012,0.089,0.447,1.26328413993178e-137
"a230050p20rik",6.0386151126418e-142,-0.757089410425642,0,0.195,1.43513726767045e-137
"zfp329",6.03861845952285e-142,-0.553206370875624,0,0.195,1.4351380630902e-137
"a730046j19rik",6.03862180640629e-142,-0.898673836134137,0,0.195,1.43513885851052e-137
"arhgap31",2.69898854109482e-141,-0.726579257840836,0.001,0.198,6.41441616676595e-137
"mpnd",9.72963085125422e-141,-0.794119622246412,0.023,0.276,2.31234406810908e-136
"supt6",1.58446084270262e-140,-0.669526882939278,0,0.193,3.76562963876704e-136
"casp7",3.5878690449999e-140,-0.736422931008455,0.002,0.201,8.52692957234676e-136
"pcdh15",3.6252919898409e-140,-0.816403949654206,0.012,0.243,8.61586894305589e-136
"lgmn",1.60272106186835e-139,-0.631906242473787,0.03,0.297,3.80902687563633e-135
"5031425e22rik",4.14476121782486e-139,-0.608017408586758,0,0.191,9.85043951028255e-135
"gnl3l",5.7511594483979e-139,-0.6118781764981,0.027,0.291,1.36682055450625e-134
"pcbp2",8.48809831781894e-139,-0.725366720674683,0.191,0.619,2.01728144621285e-134
"tmem150c",1.43369269959396e-138,-0.633288056147828,0.001,0.195,3.407314069855e-134
"tigd2",2.06010309097407e-138,-0.594471849164149,0.012,0.241,4.89604100600898e-134
"ppp2r3d",2.11744479164883e-138,-0.714183946629599,0,0.19,5.03231929183261e-134
"gm10605",2.11744518191615e-138,-0.660573776750425,0,0.19,5.03232021934192e-134
"lnpk",2.11744557218373e-138,-0.543989273520769,0,0.19,5.03232114685186e-134
"2410089e03rik",1.08092073810093e-137,-0.761949535021601,0,0.189,2.56891622617067e-133
"hecw1",2.6285033088647e-137,-0.739101050106379,0.043,0.329,6.24690096384785e-133
"zfp950",5.51372558742876e-137,-0.58365229911126,0,0.188,1.31039202310832e-132
"gm10419",5.51372964852559e-137,-0.810485888805455,0,0.188,1.31039298826859e-132
"gucy2e",5.51372964852559e-137,-0.854138600161278,0,0.188,1.31039298826859e-132
"strip2",6.14995201150119e-137,-0.847189344693132,0.022,0.27,1.46159759505337e-132
"clk1",2.14096991038181e-136,-0.750470672837712,0.14,0.538,5.08822908901341e-132
"washc2",2.81038801518153e-136,-0.638880858639847,0,0.187,6.67916815688041e-132
"ptma",3.3873627803198e-136,1.50953504694824,0.664,0.422,8.05040638370803e-132
"etnk1",1.26447109758056e-135,-0.752164660957937,0.108,0.477,3.00514201050997e-131
"zfp428",1.43138648953544e-135,-0.489252653301845,0,0.186,3.40183313102992e-131
"zfp612",1.43138675285478e-135,-0.604319583889611,0,0.186,3.40183375683468e-131
"mrpl58",1.43138754281337e-135,-0.475477628459525,0,0.186,3.40183563425025e-131
"9930021j03rik",1.43138780613316e-135,-0.599470315013205,0,0.186,3.40183626005607e-131
"luc7l2",1.66029439292471e-135,-0.691640281024532,0.129,0.521,3.94585565422486e-131
"gnat2",2.44193202130752e-135,-0.764420767025162,0.003,0.2,5.80349564183946e-131
"ddx39b",2.67839804076878e-135,-0.679222687961445,0.053,0.357,6.36548078369108e-131
"smim11",7.28480428610972e-135,-0.443893866698081,0,0.185,1.73130658663684e-130
"2610507b11rik",7.2848096440522e-135,-0.595011219187516,0,0.185,1.73130786000545e-130
"lrit2",1.58707887619605e-134,-0.580251817819739,0.022,0.268,3.77185165716752e-130
"tpbg",3.70466842599245e-134,-0.702251690304407,0,0.184,8.80451498121366e-130
"zfp467",3.70466978773153e-134,-0.588386936439778,0,0.184,8.80451821752276e-130
"usp29",3.70467046860029e-134,-0.623180167643685,0,0.184,8.80451983567544e-130
"znf385b",4.8511772873225e-134,1.88922645628103,0.413,0,1.15293079410507e-129
"scg5",5.60591783556948e-134,-0.744972611500521,0.092,0.441,1.33230243280144e-129
"rpl3",6.75123434944654e-134,1.08409465145787,0.759,0.574,1.60449835548947e-129
"zfp451",1.88257087813334e-133,-0.617220933495996,0,0.183,4.4741179489717e-129
"rab24",7.53693680854874e-133,-0.622836876719598,0.008,0.216,1.79122840191969e-128
"mtch2",9.55924874872917e-133,-0.530187774111331,0,0.183,2.27185105762298e-128
"4833439l19rik",9.55925050392685e-133,-0.503637386660362,0,0.183,2.27185147476326e-128
"zfp804b",9.55925225912735e-133,-0.789833023619161,0,0.183,2.27185189190421e-128
"strbp",2.92130023241448e-132,-0.701119824053703,0.088,0.433,6.94276213235624e-128
"spcs1",4.22489087767542e-132,1.94724792388528,0.538,0.172,1.00408756598834e-127
"ttyh1",7.01248725573026e-132,-0.804679583390008,0.259,0.684,1.66658772119685e-127
"myo18a",8.09291543977342e-132,-0.674136019605247,0.013,0.235,1.92336228341655e-127
"mia2",2.45913282469885e-131,-0.556766982097015,0,0.181,5.84437507117928e-127
"2610008e11rik",2.45913372689989e-131,-0.588473483062151,0,0.181,5.84437721535027e-127
"rtn4rl1",3.19191078481777e-131,-0.660206101932615,0.053,0.349,7.58589517119791e-127
"gm17018",1.24585684229521e-130,-0.486423632021889,0,0.18,2.96090337139881e-126
"btbd9",1.62799669020629e-130,-0.628490313290922,0.027,0.279,3.86909693394427e-126
"terf2ip",2.13183054748049e-130,1.79543621540049,0.518,0.138,5.06650847914213e-126
"dst",2.35229293915859e-130,1.46364041398916,0.698,0.405,5.5904593992043e-126
"snx32",2.58618289690897e-130,-0.589235577973761,0.003,0.194,6.14632227279386e-126
"tcf12",8.98436508216413e-130,-0.71409440961284,0.037,0.304,2.13522420542713e-125
"tef",1.28038567001211e-129,-0.653497694414042,0.1,0.457,3.04296458335079e-125
"polr2j3",4.76980768986368e-129,2.09175237374007,0.401,0,1.133592495573e-124
"slc4a3",3.50380715196843e-128,-0.836631939028177,0.022,0.259,8.32714807736816e-124
"qpct",3.64141440195374e-128,-1.09106095066021,0.062,0.348,8.65418546768326e-124
"enox1",6.02602263971392e-128,-0.540674123356839,0.008,0.211,1.43214454055441e-123
"chga",9.78447546107349e-128,-0.702826421294028,0.025,0.267,2.32537843807873e-123
"naxe",4.11128829856932e-127,-0.460677767463343,0,0.175,9.77088777037984e-123
"dok6",7.40650422318772e-127,1.7759003373207,0.398,0.002,1.76022979368279e-122
"smarca2",9.28187233363872e-127,-0.687100462045915,0.139,0.522,2.20592977881258e-122
"gatsl2",1.1763068979009e-126,-0.619574660714532,0.005,0.197,2.79561097355128e-122
"letm2",1.20534592252813e-126,-0.562149372079722,0.017,0.24,2.86462511948034e-122
"mtus1",2.07346691371308e-126,-0.537441801296881,0,0.174,4.92780146713052e-122
"gm27032",2.07346691371308e-126,-0.548543883005959,0,0.174,4.92780146713052e-122
"trrap",2.73501632206333e-126,-0.64907520970492,0.032,0.288,6.5000397910157e-122
"hcn1",3.0204491328249e-126,-0.728426901703335,0.061,0.363,7.17839940907165e-122
"ercc2",1.04493514068763e-125,-0.681340848230832,0,0.173,2.48339285535821e-121
"zfp871",1.04493571356159e-125,-0.556611316848238,0,0.173,2.48339421685048e-121
"dennd5a",1.27681535595154e-125,-0.542451119798058,0.022,0.258,3.03447937495442e-121
"spred3",1.44975405319084e-125,-0.614060984384447,0.014,0.231,3.44548548281336e-121
"slc1a2",1.83688175946133e-125,-0.634099332537881,0.21,0.652,4.36553318953579e-121
"selk",1.85086846049968e-125,1.74713955315797,0.393,0,4.39877398322353e-121
"cacna1s",2.50969397303527e-125,-0.584664867852082,0,0.174,5.96453869631562e-121
"5930430l01rik",5.26204737617497e-125,-0.535058837870737,0,0.172,1.25057817942174e-120
"zfp260",5.26204833734049e-125,-0.527051010687652,0,0.172,1.25057840785234e-120
"igf1r",5.4462900449015e-125,-0.732561045761382,0.116,0.48,1.29436529207129e-120
"kcnt1",5.62502335433028e-125,-0.804534909799278,0.001,0.178,1.33684305039014e-120
"sgta",7.16274751757536e-125,-0.769301208917874,0.109,0.457,1.70229857502696e-120
"rpl22l1",8.05716064915499e-125,-0.653602830630744,0.039,0.3,1.91486479987818e-120
"apba2",1.40114350329673e-124,-0.971659722072997,0.039,0.3,3.32995764993501e-120
"ivns1abp",2.05091987323017e-124,-0.684002909246139,0.038,0.3,4.87421617071881e-120
"4930402h24rik",2.64785180442263e-124,-0.664615326681665,0,0.171,6.29288459839083e-120
"naxd",2.6478527712793e-124,-0.524272396194222,0,0.171,6.2928868962224e-120
"zfp512",2.6478537381361e-124,-0.541414231801135,0,0.171,6.29288919405427e-120
"pebp1",9.44447170457274e-124,1.73360403071765,0.57,0.26,2.24457314530876e-119
"ten1",1.33139268760089e-123,-0.466927634656691,0,0.17,3.16418786135226e-119
"1500011k16rik",6.68948401216022e-123,-0.457427329875511,0,0.169,1.58982277033e-118
"ank",3.35855873136785e-122,-0.442080487269022,0,0.168,7.98195068096883e-118
"skp1",4.79215464152569e-122,1.7246503228181,0.384,0,1.138903472105e-117
"agrn",1.00352533656621e-121,-0.665368464977058,0.002,0.175,2.38497831488325e-117
"txn1",1.68495202362523e-121,-0.426254521979074,0,0.167,4.00445697934771e-117
"ca10",7.11731884464752e-121,1.74839154966808,0.382,0,1.69150199661893e-116
"gng3",1.36987660181551e-120,-0.718339690115782,0.092,0.409,3.25564873187475e-116
"iqsec3",1.87659772101452e-120,-0.669635788568034,0.08,0.397,4.45992214376312e-116
"camkv",2.58026255614289e-120,-0.715863797230438,0.005,0.187,6.13225199092919e-116
"gm20342",4.23137467533962e-120,-0.702444826977535,0,0.166,1.00562850534121e-115
"gnb2l1",4.27321793051117e-120,1.7537930751133,0.38,0,1.01557297336528e-115
"dpp6",8.91074687079648e-120,-0.559612712114165,0.018,0.237,2.11772810131349e-115
"ccdc177",1.11161523304002e-119,-0.61971278015138,0.044,0.31,2.64186476284292e-115
"pnmal2",1.15269966910327e-119,-0.718304369130454,0.025,0.255,2.73950603359084e-115
"selenoh",2.1180713778005e-119,-0.395611330130324,0,0.165,5.03380843648066e-115
"ptpa",2.1180713778005e-119,-0.505861289410204,0,0.165,5.03380843648066e-115
"afg3l1",2.1180713778005e-119,-0.556992889777946,0,0.165,5.03380843648066e-115
"rpl36a",2.23796653373958e-119,-0.624474578600594,0.069,0.365,5.31875126408548e-115
"traf5",2.34918144975926e-119,-0.505193394876904,0.002,0.175,5.58306463349786e-115
"znf385a",6.22733225467816e-119,1.69879835211884,0.377,0,1.47998778364681e-114
"zfp664",1.05943721044284e-118,-0.463419675314883,0,0.164,2.51785847433845e-114
"gna11",1.18783347680787e-118,-0.681754938353995,0.045,0.31,2.82300504098158e-114
"soga3",2.40974781170366e-118,-0.508993366213476,0.004,0.183,5.72700664929492e-114
"myo10",3.35663354751465e-118,-0.665853589460547,0.029,0.265,7.97737528902332e-114
"spag5",4.0591758277395e-118,-0.691456314597711,0.013,0.215,9.64703727220571e-114
"chd3os",5.29523283267451e-118,-0.475880007898487,0,0.163,1.25846503501342e-113
"mt3",5.29523572070825e-118,-0.517999574763772,0,0.163,1.25846572138352e-113
"ppip5k1",9.83281332056425e-118,-0.719356468463561,0.041,0.295,2.3368664137653e-113
"gtpbp2",1.22979732749228e-117,-0.523433678569862,0.015,0.221,2.92273632851815e-113
"csf2ra",1.40357052981976e-117,-0.444334364403675,0.002,0.171,3.33572572116964e-113
"st6galnac4",2.40295202496246e-117,-0.651813530039279,0.009,0.198,5.71085578252579e-113
