"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"ranbp2",1.18706478455579e-09,-0.28243410585858,0.088,0.316,4.7733062051773e-05
"inha",1.1901555012769e-09,-0.621815656771457,0.021,0.161,4.78573428618455e-05
"fut9",1.23119228656714e-09,-0.520181277239278,0.045,0.219,4.95074730351514e-05
"tmem65",1.24493195954266e-09,-0.321806137703972,0.005,0.116,5.005995902517e-05
"nefl",1.25502764661793e-09,-0.644706062543815,0.048,0.226,5.04659166981535e-05
"pde6d",1.3091006147259e-09,-0.361780275950009,0.013,0.142,5.26402448187433e-05
"kiaa0895l",1.34410980364713e-09,1.08288949923765,0.205,0,5.40479993144549e-05
"kiaa0319l",1.34411792657844e-09,1.10507826847318,0.205,0,5.40483259456457e-05
"neurod4",1.34704696625822e-09,-0.271941267775277,0.04,0.213,5.41661055602095e-05
"zfand6",1.35756402968431e-09,-0.285134752043096,0.04,0.213,5.45890071976357e-05
"psma2",1.40959421816209e-09,-0.325122029037736,0.066,0.271,5.66811931065158e-05
"pde3a",1.41672134959072e-09,-0.677656111999874,0.109,0.335,5.69677821883925e-05
"serinc1",1.4573692466322e-09,-0.692669336075112,0.274,0.568,5.86022747763273e-05
"atf6b",1.45751339911781e-09,1.27307508200867,0.293,0.065,5.86080712919264e-05
"atp5d",1.47474343104889e-09,-0.396630503378399,0.136,0.4,5.93009081059069e-05
"col20a1",1.47874572310026e-09,-0.417823149455354,0.013,0.142,5.94618442715844e-05
"dtd1",1.49018295394865e-09,-0.271623281518278,0.04,0.213,5.9921746761229e-05
"tmcc1",1.49036730311449e-09,-0.290399367961286,0.085,0.31,5.99291596255369e-05
"rasa1",1.51480567688657e-09,-0.462393063245363,0.053,0.239,6.09118510732857e-05
"agpat5",1.5205878346032e-09,-0.592408433355865,0.021,0.161,6.11443574172293e-05
"dab1",1.57214703184923e-09,-0.44957034948466,0.093,0.323,6.32176042976895e-05
"lrrc4c",1.60336489164132e-09,1.69374044343085,0.362,0.142,6.44729056577892e-05
"ndufa2",1.62565207141618e-09,-0.270331956077972,0.096,0.335,6.53690954437159e-05
"ryr2",1.63904698019929e-09,-0.417779048642367,0.138,0.4,6.59077181207938e-05
"rab11fip2",1.64194787053737e-09,-0.370989642150447,0.061,0.258,6.6024365822178e-05
"prkar1a",1.67933296077709e-09,-0.396591906604116,0.173,0.458,6.75276576858076e-05
"phkg2",1.68898265908315e-09,-0.560041628531693,0.032,0.187,6.79156817043927e-05
"myo18a",1.74606782414837e-09,-0.561405226284183,0.061,0.252,7.02111332768302e-05
"ubn2",1.82441593817378e-09,-0.505917461622182,0.154,0.419,7.33615892899059e-05
"snrpb",1.87104668778367e-09,-0.368413184484642,0.053,0.239,7.52366583624692e-05
"nrsn1",2.005742819505e-09,-0.538376889758941,0.12,0.355,8.06529245151157e-05
"chmp2a",2.09989565984612e-09,-0.370749970730702,0.074,0.284,8.44389043780722e-05
"slc9a8",2.21631535263855e-09,-0.531651856961291,0.008,0.123,8.91202566449489e-05
"aplp1",2.22269430390368e-09,-0.578725431917148,0.184,0.465,8.9376760654271e-05
"stim1",2.22501303955055e-09,-0.350463955451491,0.021,0.161,8.94699993333671e-05
"phf21a",2.22820557317388e-09,-0.475622041947882,0.08,0.29,8.95983743028951e-05
"tox2",2.27089678992205e-09,-0.505355209371872,0.003,0.103,9.13150308195556e-05
"ecd",2.31857495515069e-09,-0.4529008233428,0.024,0.168,9.32322175215643e-05
"map7d2",2.33439291843877e-09,-0.363944636655234,0.088,0.31,9.38682736433413e-05
"cdr1-as",2.35825278752341e-09,1.35968116842577,0.199,0,9.48277028391039e-05
"tmem214",2.38347229290691e-09,-0.447590570901526,0.037,0.2,9.58418043700798e-05
"lrp10",2.38741928929949e-09,-0.350018203014706,0.003,0.103,9.60005170420218e-05
"gpm6b",2.41589441049614e-09,-0.359550346123104,0.128,0.394,9.71455301404601e-05
"ndrg3",2.43130275128923e-09,-0.443699059541559,0.077,0.284,9.77651149320912e-05
"pnck",2.45880045788332e-09,-0.389767284131452,0.045,0.219,9.8870825211946e-05
"slf2",2.46206640678392e-09,-0.304423737712174,0.101,0.335,9.90021522831882e-05
"ccdc9",2.47861262419641e-09,-0.259944635839515,0.003,0.103,9.96674922315618e-05
"nxt2",2.50975763025704e-09,-0.260605431045859,0.003,0.103,0.000100919864070266
"lman1",2.51932173544868e-09,-0.503619846400347,0.08,0.29,0.000101304446304127
"serbp1",2.57248628835017e-09,-0.321523974460327,0.17,0.465,0.000103442246140849
"atp2b2",2.63596830373325e-09,-0.461321292281865,0.21,0.51,0.000105994921461418
"uqcrc1",2.6514218415087e-09,-0.315307408615649,0.069,0.271,0.000106616323668906
"actr8",2.68327597393998e-09,-0.361925662625641,0.024,0.168,0.0001078972101881
"sh3gl2",2.79831182839559e-09,-0.355108710005412,0.101,0.335,0.000112522916931615
"setd3",2.83438950619187e-09,-0.34795999903489,0.037,0.2,0.000113973636433481
